Timestamp, lowerLink1, lowerLink2, lowerLink3, lowerLink4, upperLink1, upperLink2, upperLink3, upperLink4, gripLowerR, gripLowerL, gripUpperR, gripUpperL
59.99937, -0.7796385, 0.7799178, 0.1793203, 0.0001047198, 0.7820122, -0.9439439, 0.01917012, 1.467996, -0.05498692, 0.05495478, -0.05383936, 0.05472999, 
60.04937, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820122, -0.9439439, 0.01916976, 1.467996, -0.05498688, 0.05495484, -0.0539299, 0.0548722, 
60.09937, -0.7796385, 0.7799178, 0.1793203, 0.0001047198, 0.7820122, -0.9439439, 0.01916928, 1.467996, -0.05498684, 0.05495483, -0.05400527, 0.05499078, 
60.14937, -0.7796385, 0.7799178, 0.1793203, 0.0001047198, 0.7820122, -0.9439439, 0.01916916, 1.467996, -0.05498691, 0.05495486, -0.05406812, 0.05500003, 
60.19937, -0.7796385, 0.7799178, 0.1793203, 0.0001047198, 0.7820122, -0.9439439, 0.01916881, 1.467996, -0.05498694, 0.05495485, -0.05412053, 0.05500007, 
60.24937, -0.7796385, 0.7799178, 0.1793203, 0.0001047198, 0.7820296, -0.9439439, 0.01916869, 1.467996, -0.05498692, 0.05495481, -0.05416419, 0.05500011, 
60.29937, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916833, 1.467996, -0.05498688, 0.05495483, -0.05420046, 0.05500009, 
60.34937, -0.7796385, 0.7799178, 0.1793203, 0.0001047198, 0.7820296, -0.9439439, 0.01916833, 1.467996, -0.05498688, 0.05495479, -0.05423093, 0.05500004, 
60.39936, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916809, 1.467996, -0.05498693, 0.05495481, -0.05425612, 0.05500016, 
60.44936, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916809, 1.467996, -0.05498691, 0.05495477, -0.05427716, 0.05500016, 
60.49936, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916809, 1.467996, -0.05498691, 0.05495482, -0.05429463, 0.05500004, 
60.54936, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916785, 1.467996, -0.05498691, 0.0549548, -0.05430949, 0.05499998, 
60.59936, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916785, 1.467996, -0.05498689, 0.0549548, -0.05432151, 0.05500007, 
60.64936, -0.7796385, 0.7799178, 0.1793203, 0.0001047198, 0.7820296, -0.9439439, 0.01916773, 1.467996, -0.05498687, 0.05495484, -0.05433171, 0.05500003, 
60.69936, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916773, 1.467996, -0.05498691, 0.05495486, -0.05434017, 0.05500013, 
60.74936, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916785, 1.467996, -0.05498689, 0.05495486, -0.05434721, 0.05500007, 
60.79936, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916773, 1.467996, -0.05498685, 0.05495483, -0.05435307, 0.05500012, 
60.84936, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916773, 1.467996, -0.05498686, 0.05495483, -0.05435803, 0.05500005, 
60.89936, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916773, 1.467996, -0.05498685, 0.05495486, -0.05436207, 0.05500008, 
60.94936, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916762, 1.467996, -0.05498681, 0.05495492, -0.05436561, 0.05499996, 
60.99936, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.0191675, 1.467996, -0.05498683, 0.05495485, -0.05436842, 0.05500004, 
61.04935, -0.7796385, 0.7799178, 0.1793203, 0.0001047198, 0.7820296, -0.9439439, 0.0191675, 1.467996, -0.05498685, 0.05495483, -0.05437072, 0.05500009, 
61.09935, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916762, 1.467996, -0.05498694, 0.05495481, -0.05437276, 0.05500001, 
61.14935, -0.7796385, 0.7799178, 0.1793202, 0.0001047198, 0.7820296, -0.9439439, 0.01916762, 1.467996, -0.05498692, 0.05495483, -0.05437441, 0.05499999, 
61.19935, -0.7824136, 0.7822391, 0.1793132, 0.004049164, 0.7822042, -0.9439787, 0.0191725, 1.467996, -0.05498388, 0.05495578, -0.05437346, 0.05500002, 
61.24935, -0.7840717, 0.784543, 0.1793091, 0.007382743, 0.7822042, -0.9440137, 0.01918156, 1.468014, -0.05498355, 0.05495593, -0.05436838, 0.05499997, 
61.29935, -0.7849967, 0.7866897, 0.1793083, 0.01017527, 0.7822042, -0.9440486, 0.01919325, 1.468031, -0.05498408, 0.05495623, -0.05436095, 0.05500003, 
61.34935, -0.7855378, 0.7885921, 0.1793085, 0.01251401, 0.7821693, -0.944066, 0.01920445, 1.468066, -0.05498474, 0.05495641, -0.054353, 0.05500007, 
61.39935, -0.7858694, 0.7902502, 0.1793092, 0.01445133, 0.7821344, -0.9441009, 0.01921494, 1.468084, -0.05498533, 0.05495659, -0.05434538, 0.05500001, 
61.44935, -0.7888364, 0.7939852, 0.1793032, 0.02001893, 0.7822915, -0.9441358, 0.01922925, 1.468119, -0.05498276, 0.0549576, -0.05433638, 0.05499997, 
61.49935, -0.7906167, 0.7974759, 0.1793002, 0.02471386, 0.7822565, -0.9442056, 0.01924677, 1.468154, -0.05498357, 0.05495837, -0.05432403, 0.05500004, 
61.54935, -0.791629, 0.8006349, 0.1792999, 0.02864085, 0.7822042, -0.944258, 0.01926549, 1.468206, -0.05498492, 0.05495908, -0.05431061, 0.05499998, 
61.59935, -0.7922224, 0.8033925, 0.179301, 0.03190462, 0.7821344, -0.944293, 0.01928289, 1.468241, -0.05498609, 0.05495961, -0.05429736, 0.05499994, 
61.64935, -0.7870213, 0.8011062, 0.1793183, 0.0267559, 0.781698, -0.9442755, 0.01928849, 1.468293, -0.05498435, 0.05495752, -0.05428978, 0.05500002, 
61.69934, -0.783967, 0.7985055, 0.1793257, 0.02234021, 0.7816283, -0.9442406, 0.01928468, 1.468293, -0.05497855, 0.05495705, -0.05429189, 0.05500001, 
61.74934, -0.7822565, 0.7959051, 0.1793295, 0.01864012, 0.7815934, -0.9442056, 0.01927288, 1.468276, -0.05497292, 0.05495726, -0.05429963, 0.05499998, 
61.79934, -0.7812617, 0.7935314, 0.1793315, 0.01555088, 0.7815759, -0.9441882, 0.01926024, 1.468241, -0.05496779, 0.05495764, -0.05430928, 0.055, 
61.84934, -0.7806858, 0.7914196, 0.1793323, 0.01295034, 0.7815934, -0.9441708, 0.01924772, 1.468206, -0.05496328, 0.05495781, -0.05431926, 0.05499997, 
61.89934, -0.7803367, 0.7896044, 0.1793325, 0.01078613, 0.7816283, -0.9441358, 0.01923604, 1.468171, -0.05495926, 0.05495782, -0.05432849, 0.05500003, 
61.94934, -0.7801098, 0.7880511, 0.1793321, 0.008988446, 0.7816631, -0.9441184, 0.01922543, 1.468154, -0.05495569, 0.05495766, -0.0543368, 0.05500001, 
61.99934, -0.7799527, 0.7867246, 0.179332, 0.007487462, 0.781698, -0.9441009, 0.01921613, 1.468119, -0.05495255, 0.0549574, -0.05434415, 0.05500002, 
62.04934, -0.779848, 0.785625, 0.1793315, 0.006230825, 0.7817504, -0.944066, 0.01920815, 1.468101, -0.05494987, 0.05495703, -0.05435035, 0.05500003, 
62.09934, -0.7797782, 0.7847, 0.1793313, 0.005183628, 0.7817853, -0.9440486, 0.01920111, 1.468084, -0.05494746, 0.05495662, -0.05435571, 0.0550001, 
62.14934, -0.7797433, 0.7839146, 0.1793309, 0.004310963, 0.7818202, -0.9440311, 0.01919551, 1.468066, -0.05494551, 0.05495619, -0.05436032, 0.05500003, 
62.19934, -0.7797084, 0.7832514, 0.1793308, 0.003577925, 0.7818552, -0.9440137, 0.01919062, 1.468066, -0.05494381, 0.05495581, -0.05436402, 0.05500004, 
62.24934, -0.7796909, 0.7827104, 0.1793304, 0.002984513, 0.7818726, -0.9440137, 0.01918669, 1.468049, -0.05494235, 0.0549554, -0.05436713, 0.0550001, 
62.29934, -0.7796909, 0.7822565, 0.1793303, 0.002478368, 0.78189, -0.9439963, 0.01918323, 1.468031, -0.05494122, 0.05495499, -0.05436986, 0.05500007, 
62.34933, -0.7796735, 0.7818726, 0.1793302, 0.002059489, 0.7819249, -0.9439963, 0.01918049, 1.468031, -0.05494018, 0.05495475, -0.05437211, 0.0550001, 
62.39933, -0.7824311, 0.7843509, 0.1793216, 0.005497787, 0.7821518, -0.9439963, 0.01918216, 1.468014, -0.05493623, 0.05495493, -0.05437241, 0.05500003, 
62.44933, -0.7839496, 0.7868468, 0.1793171, 0.008429941, 0.7821693, -0.9440486, 0.01918872, 1.468031, -0.05493516, 0.05495442, -0.05436832, 0.05499995, 
62.49933, -0.7846826, 0.7892029, 0.1793158, 0.01089085, 0.7821693, -0.944066, 0.01919813, 1.468049, -0.05493529, 0.05495423, -0.05436175, 0.05499999, 
62.54933, -0.7850316, 0.7912974, 0.1793161, 0.01295034, 0.7821693, -0.9440835, 0.01920695, 1.468066, -0.05493569, 0.0549541, -0.05435497, 0.05499992, 
62.59933, -0.7851713, 0.7931125, 0.1793168, 0.01466077, 0.7821344, -0.9441009, 0.01921494, 1.468101, -0.05493603, 0.05495399, -0.05434844, 0.05499996, 
62.64933, -0.7879463, 0.7974759, 0.1793092, 0.01989675, 0.7823264, -0.9441358, 0.01922603, 1.468101, -0.05493318, 0.0549543, -0.05434129, 0.05499999, 
62.69933, -0.7894473, 0.8015773, 0.179306, 0.02431244, 0.7822915, -0.9441882, 0.01924045, 1.468136, -0.05493409, 0.05495478, -0.05433096, 0.055, 
62.74933, -0.790128, 0.80526, 0.1793058, 0.02801253, 0.7822565, -0.9442406, 0.01925619, 1.468171, -0.05493575, 0.05495536, -0.05431928, 0.05500001, 
62.79933, -0.7904246, 0.8084889, 0.1793066, 0.03110177, 0.7822042, -0.944258, 0.01927025, 1.468206, -0.05493708, 0.05495578, -0.0543083, 0.055, 
62.84933, -0.7904945, 0.8112465, 0.179308, 0.03368485, 0.7821518, -0.944293, 0.01928253, 1.468241, -0.05493809, 0.05495593, -0.05429872, 0.05500008, 
62.89933, -0.7932172, 0.8163952, 0.1793014, 0.03961897, 0.7823089, -0.9443452, 0.0192966, 1.468258, -0.05493565, 0.05495617, -0.05428908, 0.05499998, 
62.94933, -0.7946484, 0.82116, 0.1792985, 0.04464552, 0.7822565, -0.9443977, 0.01931365, 1.468311, -0.05493722, 0.05495689, -0.05427667, 0.05499995, 
62.99932, -0.7952942, 0.8254011, 0.179299, 0.04885177, 0.7821868, -0.94445, 0.01933117, 1.468345, -0.05493898, 0.05495767, -0.05426364, 0.05499993, 
63.04932, -0.7955211, 0.8291012, 0.1793003, 0.05235988, 0.7821169, -0.9444849, 0.01934667, 1.46838, -0.05494044, 0.05495808, -0.05425131, 0.05499999, 
63.09932, -0.795556, 0.8322428, 0.1793023, 0.05529203, 0.7820471, -0.9445198, 0.0193599, 1.468415, -0.05494138, 0.05495798, -0.05424083, 0.055, 
63.14932, -0.7982438, 0.8377406, 0.1792961, 0.06152286, 0.7821868, -0.9445722, 0.01937552, 1.46845, -0.0549388, 0.05495802, -0.05423043, 0.05500003, 
63.19932, -0.7996226, 0.8427671, 0.1792937, 0.0667763, 0.7821344, -0.944642, 0.01939387, 1.468485, -0.05494033, 0.05495859, -0.05421753, 0.05500003, 
63.24932, -0.8002334, 0.8472351, 0.1792946, 0.07117452, 0.7820471, -0.9446769, 0.01941247, 1.468537, -0.0549421, 0.05495926, -0.05420409, 0.05499996, 
63.29932, -0.8004429, 0.8511272, 0.1792964, 0.07485718, 0.7819774, -0.9447118, 0.01942868, 1.468572, -0.05494342, 0.05495937, -0.05419173, 0.05499999, 
63.34932, -0.8004603, 0.8544434, 0.1792986, 0.07792895, 0.78189, -0.9447467, 0.01944215, 1.468607, -0.05494407, 0.05495917, -0.05418117, 0.055, 
63.39932, -0.8003731, 0.8572534, 0.1793012, 0.08049458, 0.7818202, -0.9447816, 0.01945336, 1.468642, -0.05494416, 0.05495844, -0.05417239, 0.05499997, 
63.44932, -0.8042826, 0.8637635, 0.1792913, 0.08820894, 0.7820646, -0.9448515, 0.02342994, 1.46866, -0.05493983, 0.05495815, -0.05415934, 0.05500006, 
63.49932, -0.8063421, 0.8698546, 0.179286, 0.09473647, 0.7820122, -0.9449387, 0.02703388, 1.468695, -0.05494169, 0.05495922, -0.05414261, 0.05499996, 
63.54932, -0.8072671, 0.8753175, 0.1792862, 0.1001994, 0.7819424, -0.9449911, 0.0300581, 1.468747, -0.05494437, 0.05496058, -0.0541241, 0.05500013, 
63.59932, -0.8076162, 0.8800822, 0.1792881, 0.1047721, 0.7818726, -0.9450434, 0.03257449, 1.468817, -0.05494634, 0.05496143, -0.05410654, 0.05500001, 
63.64931, -0.807686, 0.8841838, 0.1792907, 0.1085769, 0.7817853, -0.9450783, 0.03466685, 1.468852, -0.05494751, 0.0549614, -0.05409081, 0.05500003, 
63.69931, -0.8142659, 0.8944638, 0.1792726, 0.1209513, 0.7822217, -0.945183, 0.04037292, 1.468887, -0.05494151, 0.0549616, -0.05406962, 0.05499999, 
63.74931, -0.8177217, 0.9041504, 0.1792622, 0.1314058, 0.7821693, -0.9453226, 0.04541881, 1.468956, -0.05494797, 0.05496675, -0.05404117, 0.05500004, 
63.79931, -0.8193099, 0.9128596, 0.1792607, 0.1401674, 0.7820646, -0.9454274, 0.04964538, 1.469044, -0.05495555, 0.05497243, -0.05400977, 0.05500014, 
63.84931, -0.8199382, 0.9204867, 0.1792625, 0.1474978, 0.7819599, -0.9455147, 0.05316193, 1.469148, -0.05496134, 0.05497618, -0.05397981, 0.05500004, 
63.89931, -0.8200953, 0.9270142, 0.1792657, 0.1536064, 0.7818202, -0.9455845, 0.0560859, 1.469218, -0.05496444, 0.05497762, -0.05395287, 0.05500008, 
63.94931, -0.8274431, 0.9402263, 0.1792459, 0.1690002, 0.7822915, -0.9457241, 0.06248625, 1.469288, -0.05495892, 0.05497777, -0.05392118, 0.05499997, 
63.99931, -0.8312654, 0.9524785, 0.179235, 0.1820204, 0.7821868, -0.9459161, 0.06811018, 1.469393, -0.05496966, 0.05498637, -0.05388229, 0.05500012, 
64.04931, -0.8329759, 0.9634392, 0.1792341, 0.1928938, 0.7820471, -0.9460382, 0.07281811, 1.469497, -0.05498055, 0.05499482, -0.05384132, 0.05499999, 
64.09931, -0.8336042, 0.9729687, 0.1792367, 0.201987, 0.7818726, -0.9461604, 0.07673497, 1.46962, -0.05498773, 0.05499991, -0.05380271, 0.0550001, 
64.14931, -0.8337263, 0.9811194, 0.1792412, 0.2095791, 0.781698, -0.9462477, 0.07999129, 1.469724, -0.05499088, 0.05499998, -0.05376856, 0.05500007, 
64.19932, -0.8421737, 0.9969146, 0.1792194, 0.2278527, 0.7822391, -0.9464223, 0.08667249, 1.469812, -0.05498392, 0.05499893, -0.05372909, 0.05500001, 
64.24932, -0.8465021, 1.011541, 0.1792075, 0.243264, 0.7820995, -0.9466491, 0.09253103, 1.469934, -0.0549982, 0.05499997, -0.05368165, 0.05500007, 
64.29932, -0.848422, 1.024578, 0.1792067, 0.256162, 0.7819075, -0.9468237, 0.0974353, 1.470073, -0.05499998, 0.05499999, -0.05363245, 0.05499992, 
64.34933, -0.8491201, 1.035888, 0.1792095, 0.2669481, 0.7817155, -0.9469458, 0.1015151, 1.470213, -0.05500002, 0.05499998, -0.05358642, 0.055, 
64.39933, -0.8492249, 1.045557, 0.1792152, 0.2759366, 0.7815061, -0.947068, 0.104907, 1.470353, -0.05500015, 0.05499991, -0.05354593, 0.0550001, 
64.44933, -0.8589463, 1.064075, 0.1791926, 0.2972296, 0.7821169, -0.9472775, 0.1117002, 1.47044, -0.05499535, 0.05499994, -0.05349883, 0.05500007, 
64.49934, -0.8638856, 1.081179, 0.1791807, 0.3152064, 0.7819424, -0.9475393, 0.1176532, 1.47058, -0.05500006, 0.055, -0.05344268, 0.05500019, 
64.54934, -0.8660673, 1.096398, 0.1791822, 0.3302512, 0.781733, -0.9477487, 0.1226371, 1.470754, -0.05500006, 0.05499991, -0.05338492, 0.05499999, 
64.59934, -0.8668526, 1.109611, 0.1791891, 0.3428176, 0.7814887, -0.9479058, 0.1267832, 1.470929, -0.05500007, 0.05499991, -0.05333134, 0.05499995, 
64.64935, -0.8669748, 1.120868, 0.179196, 0.353307, 0.7812443, -0.948028, 0.1302299, 1.471068, -0.05500002, 0.05499995, -0.05328432, 0.05500001, 
64.69935, -0.8767313, 1.140904, 0.1791728, 0.3759963, 0.7818377, -0.9482548, 0.1336339, 1.47119, -0.055, 0.05499995, -0.05323333, 0.05500003, 
64.74935, -0.8816531, 1.1593, 0.1791634, 0.3951425, 0.7816283, -0.9485341, 0.1365159, 1.471347, -0.05500003, 0.05500006, -0.05317426, 0.05499997, 
64.79935, -0.8837649, 1.175601, 0.1791681, 0.4111647, 0.7813665, -0.9487435, 0.1389262, 1.471522, -0.05500001, 0.05499996, -0.05311497, 0.05500006, 
64.84936, -0.8845154, 1.189721, 0.1791775, 0.4245513, 0.7811047, -0.9489006, 0.1409312, 1.471696, -0.05499992, 0.05499995, -0.05306116, 0.05500001, 
64.89936, -0.8939751, 1.211677, 0.1791585, 0.4488638, 0.7816108, -0.949145, 0.1426178, 1.471836, -0.05500004, 0.055, -0.05300388, 0.05500014, 
64.94936, -0.8986351, 1.231644, 0.1791528, 0.4693714, 0.7813665, -0.9494242, 0.1440329, 1.472011, -0.055, 0.05500004, -0.05294092, 0.05500007, 
64.99937, -0.9006248, 1.249254, 0.1791614, 0.4865105, 0.7810697, -0.9496337, 0.1452193, 1.47222, -0.05500007, 0.05499993, -0.05287957, 0.05499998, 
65.04937, -0.9012706, 1.264404, 0.1791732, 0.5008397, 0.7807556, -0.9497907, 0.1462065, 1.472395, -0.05499995, 0.05500001, -0.05282504, 0.05500007, 
65.09937, -0.901288, 1.277302, 0.1791837, 0.5128126, 0.780424, -0.9499303, 0.1470267, 1.472552, -0.05500003, 0.05499999, -0.05277902, 0.05499999, 
65.14938, -0.9010437, 1.288175, 0.1791908, 0.5227785, 0.7801098, -0.950035, 0.147708, 1.472691, -0.05499994, 0.05500002, -0.0527412, 0.05500005, 
65.19938, -0.9091246, 1.306344, 0.17917, 0.5429894, 0.7805287, -0.9502271, 0.1482922, 1.472796, -0.05500002, 0.05500003, -0.05269988, 0.055, 
65.24938, -0.9130865, 1.322942, 0.1791619, 0.5600238, 0.7802843, -0.9504365, 0.1487881, 1.472918, -0.05499995, 0.0550001, -0.05265325, 0.05500007, 
65.29939, -0.914727, 1.337568, 0.1791653, 0.5742831, 0.7800051, -0.9505936, 0.149208, 1.473075, -0.05500011, 0.05499992, -0.05260786, 0.05500004, 
65.34939, -0.9152506, 1.350169, 0.1791723, 0.5861862, 0.7797433, -0.9507157, 0.1495572, 1.473215, -0.05499998, 0.05500007, -0.05256768, 0.05499989, 
65.39939, -0.9152506, 1.360868, 0.1791786, 0.5961346, 0.779464, -0.950803, 0.1498471, 1.473337, -0.05500006, 0.05500002, -0.05253392, 0.05499997, 
65.44939, -0.9217084, 1.377082, 0.179164, 0.6138148, 0.7797607, -0.9509426, 0.1499998, 1.473424, -0.05500004, 0.055, -0.05249731, 0.05499998, 
65.4994, -0.9248151, 1.391743, 0.1791614, 0.6287025, 0.7795339, -0.9511346, 0.1499998, 1.473547, -0.05499994, 0.05500001, -0.05245756, 0.05500002, 
65.5494, -0.9260717, 1.404606, 0.1791647, 0.6411816, 0.779272, -0.9512568, 0.1499998, 1.473669, -0.05500003, 0.05499999, -0.05241999, 0.05500012, 
65.5994, -0.9264557, 1.415654, 0.179171, 0.6515838, 0.7790102, -0.9513441, 0.1499998, 1.473791, -0.05500003, 0.05499998, -0.05238723, 0.05500006, 
65.64941, -0.9264208, 1.425026, 0.1791794, 0.660293, 0.7787659, -0.9513965, 0.1499998, 1.473896, -0.05500002, 0.05500013, -0.05236009, 0.05500003, 
65.69941, -0.9326864, 1.439897, 0.1791667, 0.6766292, 0.7790801, -0.9515361, 0.1499998, 1.473983, -0.05500007, 0.05499615, -0.05232874, 0.0550001, 
65.74941, -0.9356884, 1.453405, 0.1791649, 0.6903999, 0.7788706, -0.9516931, 0.1499999, 1.474088, -0.05499998, 0.05500006, -0.05229426, 0.055, 
65.79942, -0.9369276, 1.465256, 0.1791692, 0.701919, 0.7786437, -0.9517978, 0.1499998, 1.474192, -0.05500001, 0.05500008, -0.05226129, 0.05500009, 
65.84942, -0.9373291, 1.475432, 0.1791757, 0.7115533, 0.7783993, -0.9518676, 0.1499998, 1.474297, -0.05500006, 0.05499997, -0.05223238, 0.05500001, 
65.89942, -0.9373291, 1.484071, 0.1791836, 0.7195992, 0.7781725, -0.9519375, 0.1499997, 1.474384, -0.05500012, 0.05499849, -0.05220853, 0.05499997, 
65.94942, -0.9400169, 1.494456, 0.1791828, 0.7303156, 0.7782074, -0.9520073, 0.1499998, 1.474472, -0.05500008, 0.05499313, -0.05218491, 0.05500003, 
65.99943, -0.9412212, 1.503601, 0.1791873, 0.7393215, 0.777998, -0.9520946, 0.1499999, 1.474541, -0.05499998, 0.05499114, -0.05216247, 0.05499999, 
66.04943, -0.94164, 1.511507, 0.1791938, 0.7468613, 0.7778059, -0.9521469, 0.1499999, 1.474629, -0.0550001, 0.05498771, -0.05214238, 0.05500001, 
66.09943, -0.9416924, 1.518244, 0.1792011, 0.7531445, 0.777614, -0.9521993, 0.1499998, 1.474681, -0.0550001, 0.05498257, -0.05212561, 0.05499998, 
66.14944, -0.9442231, 1.526814, 0.1791997, 0.7621329, 0.7776663, -0.9522517, 0.1499998, 1.474733, -0.05499845, 0.05497579, -0.05210805, 0.0550001, 
66.19944, -0.945375, 1.534441, 0.179203, 0.7696902, 0.7775093, -0.9523214, 0.1499999, 1.474803, -0.05499951, 0.05497228, -0.0520906, 0.05500003, 
66.24944, -0.9457939, 1.541038, 0.1792083, 0.7760083, 0.7773347, -0.9523564, 0.1499998, 1.474856, -0.0549994, 0.05496863, -0.05207476, 0.05500001, 
66.29945, -0.9458637, 1.546676, 0.1792143, 0.7812792, 0.7771951, -0.9523913, 0.1499999, 1.474908, -0.0549978, 0.05496409, -0.0520615, 0.05500003, 
66.34945, -0.9457765, 1.551423, 0.1792205, 0.7856774, 0.7770555, -0.9524087, 0.1499998, 1.47496, -0.05499471, 0.05495931, -0.05205083, 0.05500007, 
66.39945, -0.9456368, 1.55542, 0.1792262, 0.78936, 0.7769158, -0.9524261, 0.1499998, 1.474995, -0.054991, 0.05495425, -0.05204264, 0.05500007, 
66.44946, -0.9481327, 1.561686, 0.1792231, 0.7961668, 0.7770206, -0.9524611, 0.1500001, 1.47503, -0.05498701, 0.05494847, -0.05203219, 0.05500009, 
66.49946, -0.949302, 1.567341, 0.1792238, 0.8018915, 0.7769158, -0.9525135, 0.1499998, 1.475065, -0.05498578, 0.05494558, -0.05202068, 0.05500001, 
66.54946, -0.9497558, 1.572297, 0.179227, 0.8066912, 0.7768111, -0.9525483, 0.1499999, 1.4751, -0.05498443, 0.05494331, -0.05200946, 0.05500003, 
66.59946, -0.949878, 1.576538, 0.1792309, 0.8107054, 0.7767064, -0.9525658, 0.1500001, 1.475152, -0.05498269, 0.05494078, -0.05199996, 0.05500001, 
66.64947, -0.9498605, 1.580134, 0.1792349, 0.8140565, 0.7766017, -0.9525832, 0.1499998, 1.475187, -0.05498033, 0.05493802, -0.05199216, 0.05500004, 
66.69947, -0.9524436, 1.586068, 0.1792302, 0.820584, 0.7767413, -0.9526182, 0.1499998, 1.475205, -0.05497794, 0.05493432, -0.05198161, 0.05499996, 
66.74947, -0.9536653, 1.591444, 0.1792297, 0.8260818, 0.7766541, -0.9526879, 0.1499997, 1.47524, -0.05497769, 0.05493334, -0.0519698, 0.05500001, 
66.79948, -0.9541715, 1.596173, 0.1792319, 0.8307069, 0.7765668, -0.9527054, 0.1499998, 1.475292, -0.05497758, 0.05493246, -0.05195841, 0.05500003, 
66.84948, -0.9543286, 1.60024, 0.1792347, 0.8345467, 0.7764795, -0.9527404, 0.1500001, 1.475327, -0.05497671, 0.05493126, -0.05194853, 0.05500005, 
66.89948, -0.9543286, 1.603678, 0.1792379, 0.8377755, 0.7763748, -0.9527578, 0.1499998, 1.475362, -0.05497525, 0.05492978, -0.05194025, 0.05500012, 
66.94949, -0.9563531, 1.608827, 0.1792344, 0.8433605, 0.7764795, -0.9527927, 0.1499999, 1.475379, -0.0549736, 0.05492742, -0.05193038, 0.05500012, 
66.99949, -0.9572956, 1.61347, 0.1792344, 0.8480729, 0.7763923, -0.9528451, 0.1499999, 1.475414, -0.05497345, 0.05492683, -0.05191988, 0.05499989, 
67.04949, -0.9576796, 1.617536, 0.1792363, 0.8519999, 0.776305, -0.9528625, 0.1499998, 1.475449, -0.05497327, 0.05492609, -0.05190974, 0.05500006, 
67.09949, -0.9578018, 1.621009, 0.1792386, 0.8552986, 0.7762352, -0.95288, 0.1499998, 1.475484, -0.05497238, 0.05492523, -0.05190123, 0.05500001, 
67.1495, -0.9578018, 1.623942, 0.1792414, 0.8580562, 0.776148, -0.9528974, 0.1499998, 1.475501, -0.05497116, 0.05492412, -0.05189426, 0.05500001, 
67.1995, -0.9577494, 1.62642, 0.1792441, 0.8603426, 0.7760781, -0.9529148, 0.1499999, 1.475536, -0.0549695, 0.05492294, -0.05188885, 0.05500004, 
67.2495, -0.9576621, 1.628497, 0.1792468, 0.8622624, 0.7760083, -0.9529148, 0.1500001, 1.475554, -0.05496787, 0.05492156, -0.05188459, 0.05500006, 
67.29951, -0.9575924, 1.630225, 0.179249, 0.8638507, 0.7759385, -0.9529148, 0.1499999, 1.475571, -0.0549662, 0.05492029, -0.05188153, 0.05500004, 
67.34951, -0.957505, 1.631673, 0.1792513, 0.8651772, 0.7758861, -0.9529323, 0.1499998, 1.475571, -0.05496469, 0.05491907, -0.05187931, 0.0550001, 
67.39951, -0.9574353, 1.632895, 0.179253, 0.8662941, 0.7758337, -0.9529148, 0.1499999, 1.475589, -0.05496317, 0.05491797, -0.05187786, 0.05500008, 
67.44952, -0.957348, 1.633907, 0.1792545, 0.8672192, 0.7757814, -0.9529148, 0.1500001, 1.475589, -0.05496183, 0.05491705, -0.0518769, 0.05500008, 
67.49952, -0.9572956, 1.634763, 0.1792561, 0.8679871, 0.7757465, -0.9529148, 0.1499999, 1.475606, -0.05496062, 0.05491614, -0.05187652, 0.05500008, 
67.54952, -0.9572259, 1.635478, 0.1792572, 0.8686329, 0.7757116, -0.9529148, 0.1499998, 1.475606, -0.05495969, 0.05491537, -0.05187624, 0.05500013, 
67.59953, -0.9571735, 1.636072, 0.1792581, 0.8691739, 0.7756941, -0.9529148, 0.1499997, 1.475606, -0.05495877, 0.05491487, -0.05187644, 0.05500004, 
67.64953, -0.9571211, 1.636578, 0.179259, 0.8696103, 0.7756593, -0.9528974, 0.1499999, 1.475606, -0.05495787, 0.05491443, -0.05187677, 0.05500005, 
67.69953, -0.9570687, 1.636997, 0.1792599, 0.8699943, 0.7756418, -0.9528974, 0.1499997, 1.475606, -0.05495708, 0.05491407, -0.05187705, 0.05500013, 
67.74953, -0.9570338, 1.637346, 0.1792606, 0.8702909, 0.7756243, -0.9528974, 0.1499997, 1.475606, -0.05495656, 0.05491367, -0.0518775, 0.05500001, 
